wpc_extenditem_sid,class,remark01,remark02,remark03,remark04,remark05,remark06,remark07,remark08,remark09,remark10,userid,updatetime,tag,
	201711101552296215,	JCODE,	CFR,	DA,	,	1.0,	0,	Change flux clean recipe (變更覆晶水洗程式),	BGN-SETUP,	,	,	,	13898,	2017/11/10 15:54:34,	1,
	201711231757541422,	JCODE,	INK,	DA,	,	2.0,	9,	WB INK,	BGN-SETUP,	,	,	,	25205,	2021/11/16 15:47:27,	1261227900,
	201901101140533642,	JCODE,	ORM,	DA,	,	0.5,	9,	補mount DIE,	BGN-SETUP,	,	,	,	13898,	2019/01/10 11:41:52,	1,
	201906061949592732,	JCODE,	CWT,	DA,	,	0.5,	5,	Check wafer T-POINT,	BGN-SETUP,	,	,	,	25205,	2021/11/16 11:08:47,	1261156244,
	201906241456026392,	JCODE,	CEE,	DA,	,	3.0,	5,	Epoxy product 無程式改機(No recipe),	BGN-SETUP,	,	,	,	16919,	2019/06/24 14:58:00,	1,
	201906241505294874,	JCODE,	CED,	DA,	,	1.8,	5,	DAF product ; No recipe,	BGN-SETUP,	,	,	,	25205,	2021/01/19 11:03:06,	1136967953,
	202104121735376790,	JCODE,	BHZQ,	DA,	,	0.0,	5,	Mount head Z axis unit,	END-REPAIR,	,	,	,	25205,	2021/04/12 17:36:05,	1,
	201906241509378276,	JCODE,	CEM,	DA,	,	2.5,	5,	Multi step use.,	BGN-SETUP,	,	,	,	16919,	2019/06/24 15:10:07,	1,
	202001081523109083,	JCODE,	CSC,	DA,	,	0.17,	5,	Check epoxy,	BGN-SETUP,	,	,	,	13898,	2020/01/08 15:23:33,	1,
	201910241034590278,	JCODE,	OMCW,	DA,	,	0.0,	5,	WAFER 原材,	END-REPAIR,	,	,	,	13898,	2019/10/24 10:35:19,	1,
	201910241035270714,	JCODE,	OMCL,	DA,	,	0.0,	5,	導電架,	END-REPAIR,	,	,	,	13898,	2019/10/24 10:35:47,	1,
	201910241035551132,	JCODE,	OMCS,	DA,	,	0.0,	5,	基板,	END-REPAIR,	,	,	,	13898,	2019/10/24 10:36:16,	1,
	201910241036231485,	JCODE,	OMCE,	DA,	,	0.0,	5,	EPOXY,	END-REPAIR,	,	,	,	13898,	2019/10/24 10:36:39,	1,
	201911271535461864,	JCODE,	DS,	DA,	,	0.5,	0,	Die Shear,	BGN-QC,	,	,	,	13898,	2019/11/27 15:36:18,	1,
	201912061019341509,	JCODE,	CPE,	DA,	,	0.5,	5,	Pre setup machine,	BGN-SETUP,	,	,	,	25205,	2021/11/16 11:08:15,	1261156093,
	201912111008589600,	JCODE,	RMC,	DA,	,	7.5,	0,	Release M/C 100% inspection,	BGN-SETUP,	,	,	,	13898,	2019/12/11 10:09:54,	991137891,
	200812021354488415,	JCODE,	MP,	DC,	0.0000,	1.0000,	0.0000,	MONTHLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:48,	3,
	200812021354588838,	JCODE,	SP,	DC,	0.0000,	2.0000,	0.0000,	SEMI-ANNUALLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:58,	3,
	201709111627033542,	JCODE,	IP,	DC,	,	0.0,	0,	Inspect Product,	END-REPAIR,	,	,	,	13898,	2017/09/11 16:27:19,	1,
	201805091724407940,	JCODE,	CP,	DECT,	,	0.0,	5,	change program,	BGN-SETUP,	,	,	,	13898,	2018/05/09 17:25:56,	796348157,
	201709281523220123,	JCODE,	AP,	DECT,	,	4.0,	5,	ANNUALLY PM,	BGN-PM,	,	,	,	21327,	2017/09/28 15:23:52,	1,
	201709281524080630,	JCODE,	QP,	DECT,	,	1.0,	5,	QUARTERLY PM,	BGN-PM,	,	,	,	21327,	2017/09/28 15:24:31,	1,
	202102171324515617,	JCODE,	MM,	DF,	,	0.0,	5,	Move Machine,	END-REPAIR,	,	,	,	25205,	2021/02/17 13:25:08,	1,
	202101271044133760,	JCODE,	EE,	DF,	,	0.0,	5,	Borrow Machine,	END-REPAIR,	,	,	,	25205,	2021/01/27 10:44:37,	1,
	200912031710274421,	JCODE,	MP,	DFT,	,	1.5000,	0,	Monthly PM,	BGN-PM,	,	,	,	S6496,	2015/12/25 10:34:04,	517735952,
	200912031711595486,	JCODE,	QP,	DFT,	,	5.0000,	0,	QUARTERLY PM,	BGN-PM,	,	,	,	Admin,	2009/12/07 11:07:31,	2,
	200912031712455859,	JCODE,	SP,	DFT,	,	6.0000,	0,	SEMI-ANNUAL PM,	BGN-PM,	,	,	,	Admin,	2009/12/07 11:08:10,	2,
	200912031722250291,	JCODE,	TST,	DFT,	,	0.0000,	5,	Tester Issue(Change Spare Card run GU)測試機問題(更換備板run GU),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:27:29,	1134144389,
	200912031725412301,	JCODE,	OP,	DFT,	,	0.0000,	0,	Operator,	END-REPAIR,	,	,	,	Admin,	2009/12/07 11:10:23,	2,
	200912170836298492,	JCODE,	CAC,	DFT,	,	0.5000,	0,	Change carry tape and cover tape(更換捲帶與封裝膠條),	BGN-SETUP,	,	,	,	25205,	2021/01/12 17:30:54,	1134145160,
	201002051624562420,	JCODE,	OTH,	DFT,	,	0.0000,	0,	Others,	BGN-SETUP,	,	,	,	EES01,	2010/02/05 16:25:33,	1,
	201003100826563589,	JCODE,	AP,	DFT,	,	11.0000,	0,	ANNUALLY PM,	BGN-PM,	,	,	,	EES01,	2010/03/10 08:27:39,	1,
	202102171326467265,	JCODE,	MM,	DFT,	,	0.0,	5,	Move Machine,	END-REPAIR,	,	,	,	25205,	2021/02/17 13:27:04,	1,
	201104111659075587,	JCODE,	CF,	DFT,	,	0.4000,	0,	Clean Finger / Socket,	BGN-SETUP,	,	,	,	13898,	2018/06/12 17:32:34,	808226925,
	202202101008547835,	JCODE,	CH16,	DFT,	,	0.0,	0,	Change kit from 1.6*2 to 1.6*1.6,	BGN-SETUP,	,	,	,	25205,	2022/02/10 10:10:04,	1292130197,
	201202081658033413,	JCODE,	MSP,	DFT,	,	0.0000,	0,	Miss Package(掉料),	END-REPAIR,	,	,	,	13898,	2017/04/28 13:54:56,	678213534,
	201806121735010173,	JCODE,	DCR,	DFT,	,	0.0,	5,	測試板D/B & L/B correlation,	BGN-ENG,	,	,	,	13898,	2018/06/12 17:35:19,	1,
	201806121735480787,	JCODE,	ETE,	DFT,	,	0.0,	0,	TE工程需求借機,	BGN-ENG,	,	,	,	13898,	2018/06/12 17:36:52,	808227590,
	201806130939567330,	JCODE,	PL,	DFT,	,	0.0,	5,	Peeling test fail(拉力測試fail),	BGN-SETUP,	,	,	,	13898,	2018/06/13 09:40:51,	1,
	201110121309241229,	JCODE,	VS,	DFT,	,	0.0000,	0,	Vision machenism issue,	END-REPAIR,	,	,	,	25205,	2020/12/04 16:41:02,	1118133006,
	201304181359143837,	JCODE,	HDR,	DFT,	,	0.0000,	0,	Handler system down or error,	END-REPAIR,	,	,	,	EES01,	2013/04/18 13:59:37,	1,
	201802091330112622,	JCODE,	SPC,	DFT,	,	0.0,	5,	拉力測試SPC alarm,	BGN-SETUP,	,	,	,	13898,	2018/02/09 13:30:28,	1,
	201304181403427431,	JCODE,	SL,	DFT,	,	0.0000,	0,	Sealing fail,	END-REPAIR,	,	,	,	EES01,	2013/04/18 14:04:26,	1,
	201304181405078221,	JCODE,	TRI,	DFT,	,	0.0000,	0,	TR machenism issue,	END-REPAIR,	,	,	,	25205,	2020/12/04 16:41:41,	1118133246,
	201304181407419970,	JCODE,	RT,	DFT,	,	0.0000,	0,	RT low yield,	BGN-ENG,	,	,	,	EES01,	2014/04/09 18:09:57,	323444552,
	201401071354046949,	JCODE,	REC,	DFT,	,	0.0000,	5,	機台確認 (Cable and double unit sensor),	BGN-SETUP,	,	,	,	13898,	2017/04/28 14:50:46,	678229637,
	201401141417045608,	JCODE,	MCF,	DFT,	,	0.1000,	9,	MFG  Clean socket,	BGN-SETUP,	,	,	,	13898,	2018/06/12 17:33:07,	808226996,
	201403311000559983,	JCODE,	DC,	DFT,	,	0.16,	5,	Cable and double unit sensor check before  Lot  Move-in,	BGN-SETUP,	,	,	,	13898,	2017/04/28 14:51:17,	678229717,
	201404111609219439,	JCODE,	TRM,	DFT,	,	0.0000,	0,	Carrier tape / Cover tape 原材料問題,	END-REPAIR,	,	,	,	13898,	2018/06/12 17:44:07,	808229139,
	202103311020290811,	JCODE,	LF,	DFT,	,	0.0,	5,	配件Life  Time維護 Socket/Finger/Sealing shoe Life Time maintenance,	BGN-SETUP,	,	,	,	25205,	2021/03/31 10:20:54,	1,
	201512251032257953,	JCODE,	BP,	DFT,	,	1.0000,	0,	Bi-Weekly PM,	BGN-PM,	,	,	,	S6496,	2015/12/25 10:33:15,	1,
	201702131815347340,	JCODE,	RLY,	DFT,	,	0.0000,	0,	TE correlation,	BGN-ENG,	,	,	,	S6496,	2017/02/13 18:15:56,	1,
	201702141658231313,	JCODE,	COM,	DFT,	,	0.0,	9,	Combine lot,	BGN-QC,	,	,	,	13898,	2017/02/14 16:58:50,	1,
	201702141658531643,	JCODE,	FRT,	DFT,	,	0.0,	9,	Fail Re-test,	BGN-QC,	,	,	,	13898,	2017/02/14 16:59:25,	1,
	201702151542162180,	JCODE,	CD4,	DFT,	,	1.6,	5,	Change dut board x4,	BGN-SETUP,	,	,	,	13898,	2017/02/15 15:44:24,	1,
	201702151544335064,	JCODE,	CD8,	DFT,	,	2.4,	5,	Change dut board x8,	BGN-SETUP,	,	,	,	13898,	2017/02/15 15:45:29,	1,
	201702151548328986,	JCODE,	CP4,	DFT,	,	0.8,	5,	Change Program x4,	BGN-SETUP,	,	,	,	13898,	2017/02/15 15:49:03,	1,
	201702151549149528,	JCODE,	CP8,	DFT,	,	1.2,	5,	Change Program x8,	BGN-SETUP,	,	,	,	13898,	2017/02/15 15:49:34,	1,
	201702151552342274,	JCODE,	CT4,	DFT,	,	11.5,	5,	Change Kit x4 (D/B&L/B&TR),	BGN-SETUP,	,	,	,	25205,	2021/01/28 16:42:06,	1140877000,
	201702151553543660,	JCODE,	CT8,	DFT,	,	15.5,	5,	Change Kit x8 (D/B&L/B&TR),	BGN-SETUP,	,	,	,	25205,	2021/01/28 16:43:00,	1140877260,
	201702151555015011,	JCODE,	CK4,	DFT,	,	3.5,	5,	Change Kit x4 (D/B&L/B),	BGN-SETUP,	,	,	,	25205,	2021/01/28 16:41:30,	1140876832,
	201702151557097671,	JCODE,	CK8,	DFT,	,	5.5,	5,	Change Kit x8 (D/B&L/B),	BGN-SETUP,	,	,	,	25205,	2021/01/28 16:41:46,	1140876917,
	201702151604334943,	JCODE,	CE,	DFT,	,	0.0,	0,	Customer ENG,	BGN-ENG,	,	,	,	13898,	2017/02/15 16:04:55,	1,
	201704281346083746,	JCODE,	ALR,	DFT,	,	0.0,	0,	Unit drop before bucket,	END-REPAIR,	,	,	,	13898,	2017/04/28 13:46:29,	1,
	201704281346594778,	JCODE,	TTM,	DFT,	,	0.0,	0,	Test site Turret mechanism repai 測試站轉塔機構維修,	END-REPAIR,	,	,	,	13898,	2018/06/12 17:45:31,	808229510,
	201706081520391571,	JCODE,	TSI,	DFT,	,	0.0,	5,	Machine Test site issue (包含jam及Test site配件調整;不包含low yield),	END-REPAIR,	,	,	,	13898,	2018/06/12 17:44:41,	808229307,
	201712131719156366,	JCODE,	DAT,	DFT,	,	0.0,	5,	DAT,	BGN-ENG,	,	,	,	13898,	2017/12/13 17:19:42,	1,
	201810311007507642,	JCODE,	RTF,	DFT,	,	0.0,	9,	Check RT BIN 2 Fail,	BGN-ENG,	,	,	,	13898,	2018/10/31 10:08:15,	1,
	202002251742133435,	JCODE,	EH,	DFT,	,	0.0,	0,	Error handling(異常處理),	BGN-SETUP,	,	,	,	13898,	2020/02/25 17:42:31,	1,
	202002251802369624,	JCODE,	RR,	DFT,	,	0.0,	0,	Re-run,	BGN-SETUP,	,	,	,	13898,	2020/02/25 18:02:53,	1,
	202105100842031123,	JCODE,	RTA,	DFT,	,	0.0,	5,	RT後BIN 2大於FT  (BIN2 is more than FT after RT),	END-REPAIR,	,	,	,	25205,	2021/05/10 08:42:26,	1,
	202005130850451150,	JCODE,	CNP,	DFT,	,	1.2,	5,	Confirm needle position確認針痕,	BGN-SETUP,	,	,	,	13898,	2020/05/13 08:51:21,	1,
	202005130904575434,	JCODE,	CNC,	DFT,	,	1.5,	5,	Confirm needle position and college correlation sample data 確認針痕及correlation sample (OTP產品),	BGN-SETUP,	,	,	,	25205,	2020/05/13 09:05:36,	1,
	202008311723273193,	JCODE,	TOT,	DFT,	,	0.0,	5,	Tester Issue(Other no need to run GU)測試機其他問題(其他情況不需執行GU),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:28:00,	1134144530,
	202008311723573361,	JCODE,	GU,	DFT,	,	0.53,	0,	RUN Golden sample,	BGN-SETUP,	,	,	,	16919,	2021/04/23 16:29:59,	1176669458,
	202009011107041212,	JCODE,	TGU,	DFT,	,	0.0,	5,	取 Goudlen sample,	BGN-SETUP,	,	,	,	25205,	2020/09/01 11:12:22,	1083140407,
	202012041601471629,	JCODE,	LTS,	DFT,	,	0.0,	5,	Linear Track and Singulator issue,	END-REPAIR,	,	,	,	25205,	2020/12/04 16:02:21,	1,
	202012041602262315,	JCODE,	PCS,	DFT,	,	0.0,	5,	Precisor & Side precisor issue,	END-REPAIR,	,	,	,	25205,	2020/12/04 16:02:45,	1,
	202012041602482698,	JCODE,	ROT,	DFT,	,	0.0,	5,	Rotator issue,	END-REPAIR,	,	,	,	25205,	2020/12/04 16:03:10,	1,
	202012041603143088,	JCODE,	VBL,	DFT,	,	0.0,	5,	Vibration Bowl issue,	END-REPAIR,	,	,	,	25205,	2020/12/04 16:33:11,	1,
	202106160946356617,	JCODE,	WP,	DFT,	,	1.0,	0,	Weekly PM,	BGN-PM,	,	,	,	25205,	2021/06/16 09:47:12,	1,
	202101061758101289,	JCODE,	CH4,	DFT,	,	10.0,	5,	Change Kit x4 (Include TR)   (無更換吸嘴2x2x0.75<-->2x3x0.75),	BGN-SETUP,	,	,	,	25205,	2021/01/06 17:59:30,	1,
	202101061759352255,	JCODE,	CH8,	DFT,	,	14.0,	5,	Change Kit x8 (Include TR)   (無更換吸嘴1.6x1.6x0.75<-->1.6x2x0.55),	BGN-SETUP,	,	,	,	25205,	2021/01/06 18:00:02,	1,
	202101121419204912,	JCODE,	CLQ,	DFT,	,	0.0,	0,	Check Lot Quantity,	BGN-SETUP,	,	,	,	16919,	2021/01/12 14:20:39,	1,
	202101121723475336,	JCODE,	TLA,	DFT,	,	0.0,	0,	入管機構相關問題(Tube Loader Assembly Issue),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:24:49,	1,
	202101121724546170,	JCODE,	OTA,	DFT,	,	0.0,	0,	出管機構相關問題(Output Tube Assembly Issue),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:25:20,	1,
	202101121725256518,	JCODE,	VI,	DFT,	,	0.0,	0,	產品外觀檢查(IC Visual Inspect),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:25:51,	1,
	202101121725577223,	JCODE,	LY,	DFT,	,	0.0,	0,	良率不佳確認(無測試機或測試配件相關)(Low yield confirm(Non Tester or Test board issue),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:26:26,	1,
	202101121739158982,	JCODE,	EQF,	DFT,	,	0.0,	0,	EQC low yield,	END-REPAIR,	,	,	,	25205,	2021/01/12 17:39:38,	1,
	202101121740099757,	JCODE,	VLT,	DFT,	,	0.0,	0,	Vision table & Laser table相關問題(Vision table & Laser table issue),	END-REPAIR,	,	,	,	25205,	2021/01/12 17:40:37,	1,
	202101221015023435,	JCODE,	GUF,	DFT,	,	0.0,	5,	RUN Goudlen sample fail(Run GU fail),	BGN-SETUP,	,	,	,	25205,	2021/01/22 10:15:46,	1,
	202101221015514380,	JCODE,	CKF,	DFT,	,	0.0,	5,	Test function fail after setup(改機後測試function fail),	BGN-SETUP,	,	,	,	25205,	2021/01/22 10:16:20,	1,
	202101271046255904,	JCODE,	EE,	DFT,	,	0.0,	5,	Borrow Machine,	END-REPAIR,	,	,	,	25205,	2021/01/27 10:47:54,	1140350582,
	202109131701389458,	JCODE,	FCT,	DFT,	,	0.0,	5,	廠務相關問題(Factory issue),	END-REPAIR,	,	,	,	25205,	2021/09/13 17:02:31,	1,
	202109131702350349,	JCODE,	IT,	DFT,	,	0.0,	5,	IT相關問題(ITM issue),	END-REPAIR,	,	,	,	25205,	2021/09/13 17:03:08,	1,
	202109131703110882,	JCODE,	SMB,	DFT,	,	0.0,	5,	分BIN馬達及BIN筒問題(Sort Motor and Bucket Drawer),	END-REPAIR,	,	,	,	25205,	2021/09/13 17:03:48,	1,
	200812021354337774,	JCODE,	BSE,	DS,	0.0000,	0.0000,	5,	Blades setup error,	END-REPAIR,	,	,	,	EES01,	2011/02/25 10:51:02,	37310420,
	200812021354347825,	JCODE,	CBC,	DS,	0.0000,	0.0000,	5,	CURCUIT BOARD CAUSE,	END-REPAIR,	,	,	,	EES01,	2011/02/25 10:55:20,	37311196,
	200812021354357865,	JCODE,	CEP,	DS,	0.0000,	0.0000,	5,	CASSETTE ELEVATOR PROBLEM,	END-REPAIR,	,	,	,	EES01,	2011/02/25 10:57:14,	37311472,
	200812021354357894,	JCODE,	CK5,	DS,	0.0000,	1.5000,	5,	Change Kit (Change size),	BGN-SETUP,	2530,	,	,	Admin,	2016/11/30 18:38:11,	626821144,
	200812021354387986,	JCODE,	CTP,	DS,	0.0000,	0.0000,	5,	CHUCK TABLE PORBLEM,	END-REPAIR,	,	,	,	EES01,	2011/02/25 11:03:35,	37312685,
	200812021354398040,	JCODE,	DIR,	DS,	0.0000,	0.0000,	5,	DI WATER RESISTANCE PROBLEM,	END-REPAIR,	,	,	,	EES01,	2011/02/25 11:11:39,	37314322,
	200812021354408099,	JCODE,	FCC,	DS,	0.0000,	0.0000,	5,	Facility cause,	END-REPAIR,	,	,	,	EES01,	2011/02/25 11:43:49,	37319104,
	200812021354408104,	JCODE,	FCE,	DS,	0.0000,	0.0000,	5,	Finger clamp error,	END-REPAIR,	,	,	,	EES01,	2011/02/25 11:44:54,	37319278,
	200812021354428183,	JCODE,	HLA,	DS,	0.0000,	0.2000,	5,	HAIRLINE ADJUSTMENT,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:29:45,	1263720425,
	200812021354428193,	JCODE,	HPW,	DS,	0.0000,	0.0000,	5,	High Pressure water problem,	END-REPAIR,	,	,	,	EES01,	2011/02/25 13:12:57,	37332554,
	200812021354448245,	JCODE,	KCE,	DS,	0.0000,	0.0000,	5,	KERF CHECK ERROR,	END-REPAIR,	,	,	,	EES01,	2011/02/25 13:13:48,	37332606,
	200812021354488416,	JCODE,	MP,	DS,	0.0000,	3.8,	5,	MONTHLY PM,	BGN-PM,	,	,	,	16919,	2020/07/23 09:07:01,	1069105578,
	200812021354488449,	JCODE,	MSP,	DS,	0.0000,	0.0000,	5,	MICROSCOPE PROBLEM,	END-REPAIR,	,	,	,	EES01,	2011/02/25 13:50:20,	37339256,
	200812021354498463,	JCODE,	NCS,	DS,	0.0000,	0.0000,	5,	NONCONTACT SETUP ERROR,	END-REPAIR,	,	,	,	EES01,	2011/02/25 13:54:07,	37339969,
	200812021354498493,	JCODE,	OP,	DS,	0.0000,	0.0000,	5,	OPERATOR CAUSE,	END-REPAIR,	,	,	,	EES01,	2011/02/25 13:57:20,	37340479,
	200812021354528593,	JCODE,	PPA,	DS,	0.0000,	0.0000,	5,	PUSH-PULL ARM UNIT,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:01:17,	37341200,
	200812021354538658,	JCODE,	QP,	DS,	0.0000,	5.3,	5,	QUARTERLY PM,	BGN-PM,	,	,	,	16919,	2020/07/23 09:07:10,	1069105662,
	200812021354548697,	JCODE,	RB1,	DS,	0.0000,	1.0000,	5,	Replace Broken Z1 Blade,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:14:13,	226997180,
	200812021354548699,	JCODE,	RB2,	DS,	0.0000,	1.0000,	5,	Replace Broken Z2 Blade,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:14:22,	226997219,
	200812021354548704,	JCODE,	RBD,	DS,	0.0000,	1.0000,	9,	REPLACE Z1 & Z2 BLADE,	BGN-SETUP,	,	,	,	EES01,	2011/02/25 15:20:50,	37356036,
	200812021354548707,	JCODE,	RBT,	DS,	0.0000,	1.5000,	9,	Replace Z1&Z2 blade type,	BGN-SETUP,	,	,	,	EES01,	2011/02/25 15:21:53,	37356225,
	200812021354558730,	JCODE,	RL,	DS,	0.0000,	0.7,	5,	Re-teach Program,	BGN-SETUP,	,	,	,	EES01,	2010/11/25 08:40:53,	14736013,
	200812021354558738,	JCODE,	RN1,	DS,	0.0000,	1.0000,	5,	Replace new blade(Z1),	BGN-SETUP,	2540,	,	,	25267,	2021/11/23 09:29:55,	1263720474,
	200812021354558739,	JCODE,	RN2,	DS,	0.0000,	1.0000,	5,	Replace new blade(Z2),	BGN-SETUP,	2540,	,	,	25267,	2021/11/23 09:30:03,	1263720502,
	200812021354568758,	JCODE,	RT1,	DS,	0.0000,	1.0,	9,	Replace Z1 blade type,	BGN-SETUP,	,	,	,	25267,	2021/11/23 10:02:36,	1263729544,
	200812021354568759,	JCODE,	RT2,	DS,	0.0000,	1.0,	9,	Replace Z2 blade type,	BGN-SETUP,	,	,	,	25267,	2021/11/23 10:02:44,	1263729554,
	200812021354568793,	JCODE,	SC,	DS,	0.0000,	0.5000,	5,	START CHECK,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:30:17,	1263720542,
	200812021354578832,	JCODE,	SNS,	DS,	0.0000,	0.0000,	5,	SPINNER SECTION,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:19:05,	37345029,
	200812021354598881,	JCODE,	SYA,	DS,	0.0000,	0.0000,	5,	y-axis UNIT,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:22:39,	37345681,
	200812021354598890,	JCODE,	TAS,	DS,	0.0000,	0.0000,	5,	Theta axis sevro error,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:23:52,	37345822,
	200812021355008943,	JCODE,	TOE,	DS,	0.0000,	0.0000,	5,	Drain tank overflow error,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:27:39,	37346605,
	200812021355018946,	JCODE,	TP,	DS,	0.0000,	1.2000,	5,	Teach Program,	BGN-SETUP,	,	,	,	EES01,	2011/02/25 15:26:27,	37357063,
	200812021354307672,	JCODE,	AGE,	DS,	0.0000,	0.0000,	5,	ALIGNMENT ERROR,	END-REPAIR,	,	,	,	EES01,	2011/02/25 10:42:28,	37308853,
	200812021354307680,	JCODE,	AMS,	DS,	0.0000,	0.0000,	0.0000,	Machine shutdown(AOI),	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:30,	3,
	200812021354317684,	JCODE,	AP,	DS,	0.0000,	6.7,	5,	ANNUALLY PM,	BGN-PM,	,	,	,	16919,	2020/07/23 09:07:35,	1069105834,
	200812021354327726,	JCODE,	BBC,	DS,	0.0000,	0.0000,	5,	BROKEN BLADE CAUSE,	END-REPAIR,	,	,	,	EES01,	2011/02/25 10:44:55,	37309210,
	200812021354327731,	JCODE,	BD,	DS,	0.0000,	0.3000,	5,	BLADE DRESSING,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:30:31,	1263720620,
	200812021355069149,	JCODE,	WFE,	DS,	0.0000,	0.0000,	5,	Cooling wafer flow error,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:54:20,	37351314,
	200812021355069158,	JCODE,	WLD,	DS,	0.0000,	0.0000,	5,	Water leakage detected,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:55:55,	37351717,
	200812021355089202,	JCODE,	XAU,	DS,	0.0000,	0.0000,	5,	X-AXIS UNIT,	END-REPAIR,	,	,	,	EES01,	2011/02/25 14:59:20,	37352362,
	201801171518054754,	JCODE,	DSC,	DS,	,	0.2,	5,	D-project Startup Check,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:30:40,	1263720671,
	201102251504336718,	JCODE,	MWP,	DS,	,	1.0000,	9,	Weekly clean and check,	BGN-PM,	,	,	,	EES01,	2011/02/25 15:05:18,	1,
	201102251515192057,	JCODE,	DRC,	DS,	,	0.1000,	5,	particle die re-clean,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:30:48,	1263720695,
	201102251522215889,	JCODE,	RO1,	DS,	,	1.0000,	9,	Replace old blade(Z1),	BGN-SETUP,	,	,	,	EES01,	2011/02/25 15:22:52,	1,
	201102251523046267,	JCODE,	RO2,	DS,	,	1.0000,	9,	Replace old blade(Z2),	BGN-SETUP,	,	,	,	EES01,	2011/02/25 15:23:28,	1,
	202102251515025826,	JCODE,	ZAU,	DS,	,	0.0,	5,	Z-axis unit,	END-REPAIR,	,	,	,	25267,	2021/02/25 15:15:21,	1,
	202102251515266171,	JCODE,	TAU,	DS,	,	0.0,	5,	Transfer arm unit,	END-REPAIR,	,	,	,	25267,	2021/02/25 15:15:45,	1,
	202102251516427340,	JCODE,	EE,	DS,	,	0.0,	5,	Equipment Engineer Requst(設備借機需求),	END-REPAIR,	,	,	,	25267,	2021/02/25 15:17:11,	1,
	202102251517157775,	JCODE,	DPI,	DS,	,	0.0,	5,	Display issue,	END-REPAIR,	,	,	,	25267,	2021/02/25 15:17:37,	1,
	202102251517428216,	JCODE,	DFI,	DS,	,	0.0,	5,	Diamaflow issue,	END-REPAIR,	,	,	,	25267,	2021/02/25 15:18:04,	1,
	202102251518088696,	JCODE,	MOC,	DS,	,	0.0,	5,	MO case(操作不當),	END-REPAIR,	,	,	,	25267,	2021/02/25 15:18:34,	1,
	202102251518379268,	JCODE,	SPU,	DS,	,	0.0,	5,	Spindle unit,	END-REPAIR,	,	,	,	25267,	2021/02/25 15:18:53,	1,
	202102251518579426,	JCODE,	PSD,	DS,	,	0.0,	5,	Planned Shutdown(計畫性停機),	END-REPAIR,	,	,	,	25267,	2021/02/25 15:19:18,	1,
	201506041748502424,	JCODE,	CPL,	DS,	,	0.3,	5,	Change Production Line,	BGN-SETUP,	,	,	,	13898,	2015/06/04 17:49:26,	1,
	201212251436208770,	JCODE,	SP,	DS,	,	5.7,	5,	SEMI-ANNUALLY PM,	BGN-PM,	,	,	,	16919,	2020/07/23 09:07:18,	1069105707,
	201309101533325596,	JCODE,	CP,	DS,	,	0.15,	5,	change program,	BGN-SETUP,	,	,	,	EES01,	2013/09/10 15:34:18,	1,
	202103231636330258,	JCODE,	RR,	DS,	,	0.0,	0,	Re run code,	BGN-ENG,	,	,	,	25267,	2021/04/07 17:10:01,	1169843329,
	201403061455422001,	JCODE,	UP,	DS,	,	0.3,	5,	Update program,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:31:05,	1263720740,
	201403251008145289,	JCODE,	RDB,	DS,	,	0.2,	5,	REPLACE DRESS BOARD,	BGN-SETUP,	,	,	,	25267,	2021/11/23 09:31:18,	1263720785,
	201403251020543829,	JCODE,	DUP,	DS,	,	0.0,	0,	DRESS UNIT PROBLEM,	END-REPAIR,	,	,	,	EES01,	2014/03/25 10:21:21,	1,
	201408251052406835,	JCODE,	ABC,	DS,	,	0.0000,	5,	Abnormal Case,	END-REPAIR,	,	,	,	EES01,	2014/08/25 10:53:31,	1,
	201408251053467912,	JCODE,	EDE,	DS,	,	0.0000,	5,	Edge Detect Error,	END-REPAIR,	,	,	,	EES01,	2014/08/25 10:54:18,	1,
	201410171505356409,	JCODE,	DWM,	DS,	,	0.8,	5,	Do Wheel Mount,	BGN-SETUP,	,	,	,	18989,	2014/10/17 15:07:58,	1,
