bom_id,ver,reg_date,item,oper,part_id,qty,tole,reason,supp,remark,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	6,	2052,	1221R20006               ,	1000.000,	10.000,	          ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	7,	2070,	121102141A               ,	1000.000,	0.900,	0.200     ,	          ,	OSP SBT                                 ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	8,	2430,	1011TR755A               ,	7.237,	0.600,	          ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	9,	2070,	1071F76004               ,	0.826,	14.000,	          ,	          ,	一次上2Dies                             ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	10,	2130,	1071F76004               ,	0.449,	14.000,	          ,	          ,	一次上1Die                              ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	11,	3130,	1071F40060               ,	1.488,	14.000,	          ,	          ,	一次上1Die                              ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	12,	3330,	1071F90010               ,	4.464,	14.000,	          ,	          ,	一次上3Dies                             ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	13,	4130,	1071F90010               ,	1.488,	14.000,	          ,	          ,	一次上1Die                              ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	14,	4330,	1071F90010               ,	4.464,	14.000,	          ,	          ,	一次上3Dies                             ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	15,	4530,	1071F90010               ,	1.488,	14.000,	          ,	          ,	一次上1Die                              ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	16,	4730,	1071F90010               ,	4.464,	14.000,	          ,	          ,	一次上3Dies                             ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	17,	5130,	1071F90010               ,	1.488,	14.000,	          ,	          ,	一次上1Die                              ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	18,	5330,	1071F90010               ,	4.464,	14.000,	          ,	          ,	一次上3Dies                             ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	19,	2200,	1091A07C41               ,	241.782,	0.150,	258       ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	20,	3200,	1091A07C41               ,	139.244,	0.150,	186       ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	21,	3400,	1091A07C41               ,	137.844,	0.150,	186       ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	22,	3600,	1091A07C41               ,	139.824,	0.150,	186       ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	23,	4200,	1091A07C41               ,	140.866,	0.150,	189       ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	24,	2300,	1081GE100C               ,	0.441,	4.000,	          ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	25,	2052,	1101T70525               ,	8.680,	3.500,	          ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	26,	2410,	1101L70528               ,	345.000,	3.000,	          ,	          ,	,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	27,	2070,	SUBMATWA117ENG           ,	2000.000,	0.800,	,	          ,	Die1:一次上2Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	28,	2130,	SUBMATWCMA127ENG         ,	1000.000,	0.800,	,	          ,	Die2:一次上1Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	29,	3130,	SUBMATWCMA128ENG         ,	1000.000,	0.800,	,	          ,	Die3:一次上1Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	30,	3330,	SUBMATWCMA129ENG         ,	3000.000,	0.800,	,	          ,	Die4:一次上3Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	31,	4130,	SUBMATWCMA130ENG         ,	1000.000,	0.800,	,	          ,	Die5:一次上1Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	32,	4330,	SUBMATWCMA129ENG         ,	3000.000,	0.800,	,	          ,	Die6:一次上3Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	33,	4530,	SUBMATWCMA130ENG         ,	1000.000,	0.800,	,	          ,	Die7:一次上1Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	34,	4730,	SUBMATWCMA129ENG         ,	3000.000,	0.800,	,	          ,	Die8:一次上3Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	35,	5130,	SUBMATWCMA130ENG         ,	1000.000,	0.800,	,	          ,	Die9:一次上1Die                         ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	36,	5330,	SUBMATWCMA129ENG         ,	3000.000,	0.800,	,	          ,	Die10:一次上3Dies                       ,
	XT345E07  ,	 A,	2021/10/29 上午 12:00:00,	37,	2052,	SUBMATSCM108ENG          ,	1000.000,	0.800,	,	          ,	ANV345XTA010A                           ,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	1,	2070,	121102303A               ,	1000.000,	0.900,	0.180     ,	          ,	OSP SBT                                 ,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	2,	2430,	1011TR439A               ,	7.237,	0.600,	          ,	          ,	,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	3,	2070,	1071P49001               ,	1.003,	15.000,	          ,	          ,	                                        ,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	4,	2130,	1071F76004               ,	1.175,	14.000,	          ,	          ,	,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	5,	2200,	1091A07C21               ,	146.446,	0.150,	134       ,	          ,	,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	6,	2300,	1081760LB7               ,	0.683,	4.000,	          ,	          ,	,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	7,	2410,	1101L70530               ,	153.000,	3.000,	          ,	          ,	12/29 PJ修改                            ,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	8,	2070,	SUBMATWA133ENG           ,	1000.000,	0.800,	,	          ,	,
	XT153238  ,	 A,	2021/12/29 上午 12:00:00,	9,	2130,	SUBMATWA134ENG           ,	1000.000,	0.800,	,	          ,	,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	6,	2410,	1101L70542               ,	132.000,	3.000,	          ,	          ,	,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	7,	2070,	SUBMATWCME466ENG         ,	4000.000,	0.800,	一次上4顆 ,	          ,	Die1-4_30-H0QA00P000;12 60um;F90020     ,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	1,	2070,	121102076A               ,	1000.000,	0.900,	0.210     ,	          ,	OSP SBT                                 ,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	2,	2430,	1011TR726A               ,	9.821,	0.600,	          ,	          ,	,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	3,	2070,	1071F90020               ,	9.292,	14.000,	          ,	          ,	Die1-4_SKHynix 3D-V6;12 ;60um           ,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	4,	2200,	1091A06C41               ,	175.680,	0.150,	230       ,	          ,	0.6mil Au                               ,
	X2132E65  ,	 A,	2021/12/17 上午 12:00:00,	5,	2300,	1081760LB7               ,	0.510,	4.000,	          ,	          ,	                                        ,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	1,	2070,	121102344A               ,	1000.000,	0.900,	0.210     ,	          ,	W162K081028                             ,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	2,	2430,	1011TR687A               ,	4.545,	0.600,	          ,	          ,	,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	3,	2070,	1071F76004               ,	0.778,	14.000,	          ,	          ,	Die1_Barbus;12 90um                     ,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	4,	2130,	1071F76004               ,	0.584,	14.000,	          ,	          ,	Die2_BAMBOO;12 90um                     ,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	5,	2200,	1091G08PA4               ,	215.776,	16.000,	139       ,	          ,	0.8mil Ag(98%)                          ,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	6,	2300,	1081760LB7               ,	0.182,	4.000,	          ,	          ,	,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	7,	2410,	1101G30530               ,	162.000,	3.000,	          ,	          ,	,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	8,	2070,	SUBMATWAS130             ,	1000.000,	0.800,	,	          ,	Die1_M54D2G3264AU1AG;12 90um;F76004     ,
	KE162046  ,	 A,	2021/12/30 上午 12:00:00,	9,	2130,	SUBMATWAS133             ,	1000.000,	0.800,	,	          ,	Die2_F59D2G81XAB2CG;12 90um;F76004      ,
	NC090094  ,	 A,	2021/12/23 上午 12:00:00,	1,	2070,	121102267A               ,	1000.000,	0.900,	0.210     ,	          ,	W090N0813D5                             ,
	NC090094  ,	 A,	2021/12/23 上午 12:00:00,	2,	2430,	1011TR038A               ,	5.789,	0.600,	          ,	          ,	,
	NC090094  ,	 A,	2021/12/23 上午 12:00:00,	3,	2070,	1071F76004               ,	0.522,	14.000,	          ,	          ,	,
	NC090094  ,	 A,	2021/12/23 上午 12:00:00,	4,	2200,	1091G08PA4               ,	144.792,	16.000,	93        ,	          ,	0.8mil Ag(98%)                          ,
	NC090094  ,	 A,	2021/12/23 上午 12:00:00,	5,	2300,	1081760LB7               ,	0.225,	4.000,	          ,	          ,	,
	NC090094  ,	 A,	2021/12/23 上午 12:00:00,	6,	2410,	1101L70535               ,	90.000,	3.000,	          ,	          ,	,
	YU020002  ,	 C,	2019/6/6 上午 12:00:00,	1,	2070,	1071F76004               ,	0.054,	14.000,	,	          ,	                                        ,
	YU020002  ,	 C,	2019/6/6 上午 12:00:00,	2,	2200,	1091A08T41               ,	18.160,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020002  ,	 C,	2019/6/6 上午 12:00:00,	3,	2300,	108192HF36               ,	0.016,	4.000,	,	          ,	PJ指示用92HF                            ,
	YU020002  ,	 C,	2019/6/6 上午 12:00:00,	4,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	靜電袋出貨                              ,
	YU020002  ,	 C,	2019/6/6 上午 12:00:00,	5,	2070,	120100185B               ,	1000.000,	3.400,	0.152     ,	          ,	改版                                    ,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	1,	2070,	121102344A               ,	1000.000,	0.900,	0.210     ,	          ,	W162K081028                             ,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	2,	2430,	1011TR687A               ,	4.545,	0.600,	          ,	          ,	,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	3,	2070,	1071F76004               ,	0.778,	14.000,	          ,	          ,	Die1_Barbus;12 90um                     ,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	4,	2130,	1071F76004               ,	0.752,	14.000,	          ,	          ,	Die2_BOX;12 110um                       ,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	5,	2200,	1091G08PA4               ,	213.646,	16.000,	139       ,	          ,	0.8mil Ag(98%)                          ,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	6,	2300,	1081760LB7               ,	0.182,	4.000,	          ,	          ,	,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	7,	2410,	1101G30530               ,	162.000,	3.000,	          ,	          ,	,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	8,	2070,	SUBMATWCME503ENG         ,	1000.000,	0.800,	,	          ,	Die1_M54D2G3264AU1AG;12 90um;F76004     ,
	KE162E16  ,	 D,	2021/12/29 上午 12:00:00,	9,	2130,	SUBMATWCME504ENG         ,	1000.000,	0.800,	,	          ,	Die2_F59D4G81XBX1C;12 110um;F76004      ,
	TG048204  ,	 F,	2021/12/3 上午 12:00:00,	1,	2070,	1071P49001               ,	5.764,	15.000,	,	          ,	,
	TG048204  ,	 F,	2021/12/3 上午 12:00:00,	2,	2070,	120100412A               ,	1000.000,	0.400,	          ,	          ,	,
	TG048204  ,	 F,	2021/12/3 上午 12:00:00,	3,	2200,	1091A10C41               ,	171.938,	0.150,	87        ,	          ,	,
	TG048204  ,	 F,	2021/12/3 上午 12:00:00,	4,	2300,	108192HF05               ,	0.775,	4.000,	,	          ,	Automotive CPD;20211202001改CPD         ,
	TG048204  ,	 F,	2021/12/3 上午 12:00:00,	5,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	TG048204  ,	 F,	2021/12/3 上午 12:00:00,	6,	2430,	1011TR070A               ,	11.460,	0.600,	,	          ,	,
	N9134010  ,	 A,	2020/9/30 上午 12:00:00,	1,	2070,	121102111A               ,	1000.000,	0.900,	0.130     ,	          ,	,
	N9134010  ,	 A,	2020/9/30 上午 12:00:00,	2,	2430,	1011TR678A               ,	6.433,	0.600,	          ,	          ,	,
	N9134010  ,	 A,	2020/9/30 上午 12:00:00,	3,	2070,	1071F76004               ,	0.630,	14.000,	          ,	          ,	,
	N9134010  ,	 A,	2020/9/30 上午 12:00:00,	4,	2200,	1091A07C21               ,	166.906,	0.150,	129       ,	          ,	0.7 mil Au 2N                           ,
	N9134010  ,	 A,	2020/9/30 上午 12:00:00,	5,	2300,	1081G1250B               ,	0.232,	4.000,	          ,	          ,	,
	N9134010  ,	 A,	2020/9/30 上午 12:00:00,	6,	2410,	1101L70535               ,	134.000,	3.000,	          ,	          ,	,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	1,	2070,	121101913C               ,	1000.000,	0.900,	0.3       ,	          ,	,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	2,	2070,	1071F350L2               ,	0.198,	14.000,	          ,	          ,	                                        ,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	3,	2130,	1071F40001               ,	1.453,	14.000,	          ,	          ,	,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	4,	2200,	1091A06C41               ,	25.300,	0.150,	29        ,	          ,	,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	5,	3200,	1091A06C41               ,	36.200,	0.150,	34 R      ,	          ,	,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	6,	2300,	1081A381C1               ,	0.096,	4.000,	          ,	          ,	,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	7,	2070,	SUBMATWCMA29ENG          ,	1000.000,	0.800,	,	          ,	EUC703A 8  50um F350L2                  ,
	3A034018  ,	 B,	2020/12/4 上午 12:00:00,	8,	2130,	SUBMATWCMA30ENG          ,	1000.000,	0.800,	,	          ,	EU2757B 8  320um 1071F40001             ,
	5N022001  ,	 B,	2019/12/30 上午 12:00:00,	1,	2070,	121101942A               ,	1000.000,	0.900,	0.180     ,	          ,	,
	5N022001  ,	 B,	2019/12/30 上午 12:00:00,	2,	2070,	1071F76005               ,	1.453,	14.000,	          ,	          ,	,
	5N022001  ,	 B,	2019/12/30 上午 12:00:00,	3,	2200,	1091A06C41               ,	33.400,	0.150,	34        ,	          ,	,
	5N022001  ,	 B,	2019/12/30 上午 12:00:00,	4,	2300,	1081A381C1               ,	0.152,	4.000,	          ,	          ,	,
	TP048174  ,	 A,	2021/3/16 上午 12:00:00,	1,	2070,	120100398A               ,	1000.000,	0.400,	0.127     ,	          ,	,
	TP048174  ,	 A,	2021/3/16 上午 12:00:00,	2,	2430,	1011TR700A               ,	11.458,	0.600,	          ,	          ,	,
	TP048174  ,	 A,	2021/3/16 上午 12:00:00,	3,	2070,	1071F76004               ,	0.561,	14.000,	          ,	          ,	,
	TP048174  ,	 A,	2021/3/16 上午 12:00:00,	4,	2200,	1091G08PA4               ,	60.004,	16.000,	31        ,	          ,	0.8mil Ag(98%)                          ,
	TP048174  ,	 A,	2021/3/16 上午 12:00:00,	5,	2300,	1081G631C1               ,	0.717,	4.000,	          ,	          ,	,
	TP048174  ,	 A,	2021/3/16 上午 12:00:00,	6,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	CC084199  ,	 A,	2020/8/12 上午 12:00:00,	1,	2070,	121101119A               ,	1000.000,	0.600,	0.240     ,	          ,	W084C0812D7                             ,
	CC084199  ,	 A,	2020/8/12 上午 12:00:00,	2,	2430,	1011TR707A               ,	5.263,	0.600,	          ,	          ,	,
	CC084199  ,	 A,	2020/8/12 上午 12:00:00,	3,	2070,	1071P62022               ,	1.098,	15.000,	          ,	          ,	,
	CC084199  ,	 A,	2020/8/12 上午 12:00:00,	4,	2200,	1091G08PA1               ,	63.300,	16.000,	80        ,	          ,	0.8mil Ag(88%)                          ,
	CC084199  ,	 A,	2020/8/12 上午 12:00:00,	5,	2300,	1081G750V7               ,	0.222,	4.000,	          ,	          ,	,
	CC084199  ,	 A,	2020/8/12 上午 12:00:00,	6,	2410,	1101L70545               ,	84.000,	3.000,	          ,	          ,	,
	EL096070  ,	 A,	,	1,	2070,	121102023A               ,	1000.000,	0.600,	0.180     ,	          ,	,
	EL096070  ,	 A,	,	2,	2430,	1011TR698A               ,	5.556,	0.600,	          ,	          ,	,
	EL096070  ,	 A,	,	3,	2070,	1071P62022               ,	3.047,	15.000,	          ,	          ,	,
	EL096070  ,	 A,	,	4,	2200,	1091G08PA4               ,	86.550,	16.000,	90        ,	          ,	0.8 mil Ag(98%)                         ,
	EL096070  ,	 A,	,	5,	2300,	1081G750V8               ,	0.207,	4.000,	          ,	          ,	,
	EL096070  ,	 A,	,	6,	2410,	1101L70545               ,	96.000,	3.000,	          ,	          ,	,
	MA024137  ,	 A,	,	1,	2070,	121100194A               ,	1000.000,	0.900,	0.210     ,	          ,	,
	MA024137  ,	 A,	,	2,	2430,	1011TR347A               ,	2.292,	0.600,	,	          ,	,
	MA024137  ,	 A,	,	3,	2070,	1071F76004               ,	0.371,	14.000,	,	          ,	,
	MA024137  ,	 A,	,	4,	2200,	1091A07T41               ,	64.344,	0.150,	31        ,	          ,	,
	MA024137  ,	 A,	,	5,	2300,	1081125005               ,	0.144,	4.000,	,	          ,	,
	MA024137  ,	 A,	,	6,	2410,	1101L70540               ,	24.000,	3.000,	,	          ,	,
	YM008119  ,	 A,	2019/3/20 上午 12:00:00,	1,	2070,	120100069A               ,	1000.000,	3.400,	0.152     ,	          ,	PK 使用靜電袋 MXIC SPEC                 ,
	YM008119  ,	 A,	2019/3/20 上午 12:00:00,	2,	2070,	1071F76004               ,	0.071,	14.000,	          ,	          ,	特殊作業指示8 wafer使用12 tape          ,
	YM008119  ,	 A,	2019/3/20 上午 12:00:00,	3,	2200,	1091A07T41               ,	8.202,	0.150,	8         ,	          ,	0.7 mil Au                              ,
	YM008119  ,	 A,	2019/3/20 上午 12:00:00,	4,	2300,	1081G700L1               ,	0.018,	4.000,	          ,	          ,	,
	YM008119  ,	 A,	2019/3/20 上午 12:00:00,	5,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	MA048151  ,	 A,	2021/2/2 上午 12:00:00,	1,	2070,	121102012A               ,	1000.000,	0.900,	0.260     ,	          ,	,
	MA048151  ,	 A,	2021/2/2 上午 12:00:00,	2,	2430,	1011TR011A               ,	2.292,	0.600,	          ,	          ,	,
	MA048151  ,	 A,	2021/2/2 上午 12:00:00,	3,	2070,	1071P20251               ,	0.347,	15.000,	          ,	          ,	,
	MA048151  ,	 A,	2021/2/2 上午 12:00:00,	4,	2200,	1091A07C21               ,	63.312,	0.150,	53        ,	          ,	,
	MA048151  ,	 A,	2021/2/2 上午 12:00:00,	5,	2300,	1081G1250B               ,	0.100,	4.000,	          ,	          ,	                                        ,
	MA048151  ,	 A,	2021/2/2 上午 12:00:00,	6,	2410,	1101L70535               ,	48.000,	3.000,	          ,	          ,	,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	1,	2070,	121102173A               ,	1000.000,	0.900,	          ,	          ,	                                        ,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	2,	2070,	1071F76004               ,	0.402,	14.000,	          ,	          ,	,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	3,	2130,	1071F76004               ,	0.255,	14.000,	          ,	          ,	,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	4,	2200,	1091G07PA4               ,	314.958,	16.000,	137       ,	          ,	20210505004 改DA2 厚度                  ,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	5,	2300,	1081125036               ,	0.180,	4.000,	          ,	          ,	,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	6,	2410,	1101L70530               ,	162.000,	3.000,	          ,	          ,	,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	7,	2070,	SUBMATWAW135             ,	1000.000,	0.800,	,	          ,	60UM;12 ;1071F76004; 6307N              ,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	8,	2130,	SUBMATWAW136             ,	1000.000,	0.800,	,	          ,	115UM;12 ;1071F76004; 9114A             ,
	KE162039  ,	 D,	2021/5/5 上午 12:00:00,	9,	2430,	1011TR506A               ,	4.545,	0.600,	,	          ,	1/8 21上線完成                          ,
	YU020009  ,	 B,	2019/5/2 上午 12:00:00,	1,	2070,	1071F76004               ,	0.069,	14.000,	,	          ,	                                        ,
	YU020009  ,	 B,	2019/5/2 上午 12:00:00,	2,	2200,	1091A08T41               ,	16.520,	0.150,	20        ,	          ,	0.8 AU                                  ,
	YU020009  ,	 B,	2019/5/2 上午 12:00:00,	3,	2300,	108192HF36               ,	0.016,	4.000,	,	          ,	PJ指示用92HF                            ,
	YU020009  ,	 B,	2019/5/2 上午 12:00:00,	4,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	靜電袋出貨                              ,
	YU020009  ,	 B,	2019/5/2 上午 12:00:00,	5,	2070,	120100185B               ,	1000.000,	3.400,	0.152     ,	          ,	                                        ,
	YD008095  ,	 F,	2019/8/6 上午 12:00:00,	1,	2430,	1011TR138A               ,	1.930,	0.600,	,	          ,	                                        ,
	YD008095  ,	 F,	2019/8/6 上午 12:00:00,	2,	2070,	1071F76004               ,	0.219,	14.000,	,	          ,	,
	YD008095  ,	 F,	2019/8/6 上午 12:00:00,	3,	2200,	1091A08C41               ,	21.900,	0.150,	10        ,	          ,	,
	YD008095  ,	 F,	2019/8/6 上午 12:00:00,	4,	2300,	108192HF4A               ,	0.080,	4.000,	,	          ,	20190723002 HF43A-->HF4BA               ,
	YD008095  ,	 F,	2019/8/6 上午 12:00:00,	5,	2410,	1231BAS00A               ,	0.070,	5.000,	,	          ,	,
	YD008095  ,	 F,	2019/8/6 上午 12:00:00,	6,	2070,	120100091A               ,	1000.000,	3.400,	0.203     ,	          ,	                                        ,
	RK064004  ,	 A,	,	1,	2070,	121100935A               ,	1000.000,	0.900,	0.210     ,	          ,	,
	RK064004  ,	 A,	,	2,	2430,	1011TR048A               ,	4.231,	0.600,	,	          ,	,
	RK064004  ,	 A,	,	3,	2070,	1071F76004               ,	0.446,	14.000,	,	          ,	,
	RK064004  ,	 A,	,	4,	2200,	1091A07C21               ,	58.352,	0.150,	58        ,	          ,	0.7mil Au 2N                            ,
	RK064004  ,	 A,	,	5,	2300,	1081G1250B               ,	0.172,	4.000,	,	          ,	,
	RK064004  ,	 A,	,	6,	2410,	1101L70560               ,	64.000,	3.000,	,	          ,	,
	NR060021  ,	 C,	2019/5/14 上午 12:00:00,	1,	2070,	1071P20251               ,	0.509,	15.000,	,	          ,	                                        ,
	NR060021  ,	 C,	2019/5/14 上午 12:00:00,	2,	2200,	1091A07T21               ,	90.800,	0.150,	56        ,	          ,	0.7AU 2N TANAKA                         ,
	NR060021  ,	 C,	2019/5/14 上午 12:00:00,	3,	2300,	1081125006               ,	0.167,	4.000,	,	          ,	,
	NR060021  ,	 C,	2019/5/14 上午 12:00:00,	4,	2410,	1101L03442               ,	60.000,	3.000,	,	          ,	SAC105 0.42mm                           ,
	NR060021  ,	 C,	2019/5/14 上午 12:00:00,	5,	2430,	1011TR085A               ,	3.606,	0.600,	,	          ,	,
	NR060021  ,	 C,	2019/5/14 上午 12:00:00,	6,	2070,	121100834A               ,	1000.000,	0.900,	0.210     ,	          ,	                                        ,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	1,	2070,	121101788A               ,	1000.000,	0.600,	0.180     ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	2,	2430,	1011TR097A               ,	5.263,	0.600,	          ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	3,	2070,	1071P62022               ,	1.121,	15.000,	          ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	4,	2200,	1091A07T21               ,	50.700,	0.150,	73        ,	          ,	0.7 mil Au 2N                           ,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	5,	2300,	10819240Z1               ,	0.220,	4.000,	          ,	          ,	,
	CC084180  ,	 C,	2019/9/25 上午 12:00:00,	6,	2410,	1101G70545               ,	84.000,	3.000,	          ,	          ,	,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	1,	2070,	120100119A               ,	1000.000,	3.400,	0.203     ,	          ,	L008Y2221E2                             ,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	2,	2430,	1011TR011A               ,	2.344,	0.600,	          ,	          ,	,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	3,	2070,	1071F76004               ,	0.339,	14.000,	          ,	          ,	BOT-AAG046 125um;F76004                 ,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	4,	2130,	1071F76004               ,	0.046,	14.000,	          ,	          ,	TOP-KAG043900(B*);125um;F76004          ,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	5,	2200,	1091A07T21               ,	36.108,	0.150,	22        ,	          ,	0.7mil Au 2N                            ,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	6,	2300,	108192HF42               ,	0.129,	4.000,	          ,	          ,	                                        ,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	7,	2410,	1231BAS00A               ,	0.070,	5.000,	          ,	          ,	,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	8,	2070,	SUBMATWAB238             ,	1000.000,	0.800,	,	          ,	BOT-AAG046 125um;F76004                 ,
	YQ008224  ,	 A,	2021/9/24 上午 12:00:00,	9,	2130,	SUBMATWAB231             ,	1000.000,	0.800,	,	          ,	TOP-KAG043900(B*);125um;F76004          ,
	IA000131  ,	 B,	2021/2/24 上午 12:00:00,	1,	2021,	1071FC86R3               ,	0.202,	14.000,	,	          ,	                                        ,
	IA000131  ,	 B,	2021/2/24 上午 12:00:00,	2,	3720,	1011CA342A               ,	0.016,	0.800,	8/500     ,	          ,	,
	EL096105  ,	 A,	2021/10/20 上午 12:00:00,	1,	2070,	121102160A               ,	1000.000,	0.600,	0.180     ,	          ,	W096E071350                             ,
	EL096105  ,	 A,	2021/10/20 上午 12:00:00,	2,	2430,	1011TR620A               ,	5.682,	0.600,	          ,	          ,	,
	EL096105  ,	 A,	2021/10/20 上午 12:00:00,	3,	2070,	1071P62022               ,	6.098,	15.000,	          ,	          ,	,
	EL096105  ,	 A,	2021/10/20 上午 12:00:00,	4,	2200,	1091A06T21               ,	66.300,	0.150,	85        ,	          ,	0.6mil Au 2N                            ,
	EL096105  ,	 A,	2021/10/20 上午 12:00:00,	5,	2300,	1081G750V2               ,	0.210,	4.000,	          ,	          ,	,
	EL096105  ,	 A,	2021/10/20 上午 12:00:00,	6,	2410,	1101G70545               ,	96.000,	3.000,	          ,	          ,	,
	YQ008208  ,	 B,	2021/2/5 上午 12:00:00,	1,	2070,	120100119A               ,	1000.000,	3.400,	0.203     ,	          ,	L008Y2221E2                             ,
